Manufacturer Code,100px Swatch Tiny,Bigger Swatch,Product Group Name,Manufacturer,Filter - Material,Filter - Colour,Filter - Construction,Filter - Style,Filter - Room,Filter - Suitable For,Manufacturer Colour Name,Available Widths (m),Rug Builder Product Type,Wear Rating,Rug Builder Product?,RRP,Discount (%)
BN-L,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/BN-L.png,,Boucle Natural,Crucial Trading,Coir,"Natural,Brown,Beige",Boucle,Natural,"Dining Room,Office,Hallway Runners,Boot Room/Porch,Stairs","Castor Chairs,Underfloor Heating,Stairs",Luxury Boucle,"5.00,3.94",Material,Class 23 (Heavy Domestic),true,£49.00,1%
HBN-L,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HBN-L.png,,Herringbone Natural,Crucial Trading,Coir,"Natural,Beige,Brown",Herringbone,Natural,"Dining Room,Office,Hallway Runners,Boot Room/Porch,Stairs","Castor Chairs,Underfloor Heating,Stairs",Luxury Herringbone,"5.00,3.94",Material,Class 23 (Heavy Domestic),true,£45.00,1%
PN-L,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/PN-L.png,,Panama Natural,Crucial Trading,Coir,"Natural,Beige,Brown",Basketweave,Natural,"Dining Room,Office,Hallway Runners,Boot Room/Porch,Stairs","Castor Chairs,Underfloor Heating,Stairs",Luxury Panama,"5.00,3.94",Material,Class 23 (Heavy Domestic),true,£45.00,1%
JT700,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/JT700.png,,Jhutex,Crucial Trading,Jute,"Beige,Natural",Boucle,Natural,"Bedroom,Living Room",Underfloor Heating,Natural,4,Material,Class 21 (Light Domestic),true,£71.00,1%
JT803,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/JT803.png,,Ju-Tweed,Crucial Trading,Jute,"Beige,Natural,Brown",Basketweave,Natural,"Bedroom,Living Room",Underfloor Heating,Natural,4,Material,Class 21 (Light Domestic),true,£71.00,1%
JT900,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/JT900.png,,Herringbone,Crucial Trading,Jute,"Beige,Natural",Herringbone,Natural,"Bedroom,Living Room",Underfloor Heating,Natural,4,Material,Class 21 (Light Domestic),true,£71.00,1%
FSBW,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/FSBW.png,,Fine Basketweave,Crucial Trading,Seagrass,"Natural,Beige,Brown",Basketweave,Natural,"Dining Room,Hallway Runners",Underfloor Heating,Basketweave,4,Material,Class 23 (Heavy Domestic),true,£54.00,1%
FSG,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/FSG.png,,Fine Seagrass,Crucial Trading,Seagrass,"Natural,Beige,Brown",Rustic,Natural,"Dining Room,Hallway Runners",Underfloor Heating,Standard,4,Material,Class 23 (Heavy Domestic),true,£51.00,1%
FSGH,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/FSGH.png,,Fine Herringbone,Crucial Trading,Seagrass,"Natural,Beige,Brown",Herringbone,Natural,"Dining Room,Hallway Runners",Underfloor Heating,Herringbone,4,Material,Class 23 (Heavy Domestic),true,£54.00,1%
SBW,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/SBW.png,,Basketweave,Crucial Trading,Seagrass,"Natural,Beige,Brown",Basketweave,Natural,"Dining Room,Hallway Runners",Underfloor Heating,Basketweave,4,Material,Class 23 (Heavy Domestic),true,£68.00,1%
SG,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/SG.png,,Original,Crucial Trading,Seagrass,"Beige,Natural,Brown",Rustic,Natural,"Dining Room,Hallway Runners",Underfloor Heating,Natural,4,Material,Class 23 (Heavy Domestic),true,£43.00,1%
SGH,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/SGH.png,,Herringbone Classic,Crucial Trading,Seagrass,"Natural,Beige,Brown",Herringbone,Natural,"Dining Room,Hallway Runners",Underfloor Heating,Herringbone,4,Material,Class 23 (Heavy Domestic),true,£48.00,1%
SGH/2,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/SGH/2.png,,Herringbone Accents,Crucial Trading,Seagrass,"Natural,Red,Brown",Herringbone,Accented,"Dining Room,Hallway Runners",Underfloor Heating,Accents Red Weft,4,Material,Class 23 (Heavy Domestic),true,£53.00,1%
C653,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/C653.png,,Small Boucle Classics,Crucial Trading,Sisal,"Natural,Brown",Boucle,Flecked,"Dining Room,Living Room,Office,Hallway Runners,Boot Room/Porch,Stairs","Castor Chairs,Underfloor Heating,Stairs",Ginger,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£63.00,1%
C654,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/C654.png,,Small Boucle Classics,Crucial Trading,Sisal,"Beige,Brown,Natural",Boucle,Flecked,"Dining Room,Living Room,Office,Hallway Runners,Boot Room/Porch,Stairs","Castor Chairs,Underfloor Heating,Stairs",Bronze,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£63.00,1%
C658,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/C658.png,,Small Boucle Accents,Crucial Trading,Sisal,"Beige,Grey,Natural",Boucle,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Aluminium,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£63.00,1%
C659,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/C659.png,,Small Boucle Accents,Crucial Trading,Sisal,"Beige,Natural,Grey",Boucle,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Antique Gold,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£63.00,1%
C714,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/C714.png,,Small Boucle Accents,Crucial Trading,Sisal,Black,Boucle,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Black,4,Material,Class 23 (Heavy Domestic),true,£63.00,1%
C716,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/C716.png,,Small Boucle Accents,Crucial Trading,Sisal,Grey,Boucle,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Steel,4,Material,Class 23 (Heavy Domestic),true,£63.00,1%
C719,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/C719.png,,Small Boucle Accents,Crucial Trading,Sisal,"Beige,Natural",Boucle,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Limestone,4,Material,Class 23 (Heavy Domestic),true,£63.00,1%
C858,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/C858.png,,Small Boucle Accents,Crucial Trading,Sisal,Red,Boucle,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Scarlet,4,Material,Class 23 (Heavy Domestic),true,£63.00,1%
CC981,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/CC981.png,,Small Boucle C,Crucial Trading,Sisal,"Beige,Natural",Boucle,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Silver,4,Material,Class 23 (Heavy Domestic),true,£93.00,1%
CC982,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/CC982.png,,Small Boucle C,Crucial Trading,Sisal,"Beige,Natural",Boucle,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Smoke,4,Material,Class 23 (Heavy Domestic),true,£93.00,1%
CC983,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/CC983.png,,Small Boucle C,Crucial Trading,Sisal,"Grey,Brown",Boucle,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Steel Blue,4,Material,Class 23 (Heavy Domestic),true,£93.00,1%
CC988,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/CC988.png,,Small Boucle C,Crucial Trading,Sisal,"Brown,Natural,Beige",Boucle,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Old Heritage,4,Material,Class 23 (Heavy Domestic),true,£93.00,1%
CC989,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/CC989.png,,Small Boucle C,Crucial Trading,Sisal,"Grey,Black",Boucle,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Anthracite,4,Material,Class 23 (Heavy Domestic),true,£93.00,1%
E100,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E100.png,,Oriental,Crucial Trading,Sisal,"Beige,Natural,Brown",Ribbed,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Topaz,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£72.00,1%
E101,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E101.png,,Oriental,Crucial Trading,Sisal,"Beige,Natural",Ribbed,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Silver,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£72.00,1%
E102,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E102.png,,Oriental,Crucial Trading,Sisal,"Natural,Beige,Brown",Ribbed,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Copper,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£72.00,1%
E108,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E108.png,,Oriental,Crucial Trading,Sisal,"Brown,Beige,Natural",Ribbed,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Platinum,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£72.00,1%
E109,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E109.png,,Oriental,Crucial Trading,Sisal,"Black,Grey",Ribbed,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Carbon,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£72.00,1%
E110,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E110.png,,Herringbone,Crucial Trading,Sisal,"Beige,Natural",Herringbone,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Topaz,4,Material,Class 23 (Heavy Domestic),true,£86.00,1%
E111,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E111.png,,Oriental,Crucial Trading,Sisal,"Grey,Brown,Natural",Ribbed,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Aluminium,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£72.00,1%
E112,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E112.png,,Oriental,Crucial Trading,Sisal,"Grey,Brown,Natural",Ribbed,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Antique Gold,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£72.00,1%
E113,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E113.png,,Oriental,Crucial Trading,Sisal,"Beige,Brown,Grey,Natural",Ribbed,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Old Heritage,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£72.00,1%
E114,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E114.png,,Oriental,Crucial Trading,Sisal,"Brown,Grey",Ribbed,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Brass,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£72.00,1%
E115,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E115.png,,Oriental,Crucial Trading,Sisal,"Grey,Black",Ribbed,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Dusty Stone,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£72.00,1%
E220,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E220.png,,Panama New Champagne,Crucial Trading,Sisal,"Beige,Natural,Brown",Basketweave,Accented,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Natural,4,Material,Class 23 (Heavy Domestic),true,£82.00,1%
E221,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E221.png,,Panama New Champagne,Crucial Trading,Sisal,"Natural,Brown,Black",Basketweave,Accented,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Black,4,Material,Class 23 (Heavy Domestic),true,£82.00,1%
E222,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E222.png,,Panama New Champagne,Crucial Trading,Sisal,"Natural,Beige,Brown",Basketweave,Accented,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Brown,4,Material,Class 23 (Heavy Domestic),true,£82.00,1%
E223,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E223.png,,Panama New Champagne,Crucial Trading,Sisal,"Beige,Red,Natural",Basketweave,Accented,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Red,4,Material,Class 23 (Heavy Domestic),true,£82.00,1%
E312,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E312.png,,Big Boucle Classics,Crucial Trading,Sisal,"Natural,Brown",Boucle,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Corn,4,Material,Class 23 (Heavy Domestic),true,£74.00,1%
E313,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E313.png,,Big Boucle Classics,Crucial Trading,Sisal,"Natural,Brown",Boucle,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Coco,4,Material,Class 23 (Heavy Domestic),true,£74.00,1%
E400,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E400.png,,Herringbone,Crucial Trading,Sisal,"Natural,Beige",Herringbone,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Light Honey,4,Material,Class 23 (Heavy Domestic),true,£86.00,1%
E402,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E402.png,,Herringbone,Crucial Trading,Sisal,"Beige,Brown,Natural",Herringbone,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Mist,4,Material,Class 23 (Heavy Domestic),true,£86.00,1%
E403,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E403.png,,Herringbone,Crucial Trading,Sisal,"Beige,Brown,Natural",Herringbone,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Oatmeal,4,Material,Class 23 (Heavy Domestic),true,£86.00,1%
E405,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E405.png,,Herringbone,Crucial Trading,Sisal,"Grey,Black",Herringbone,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Flint,4,Material,Class 23 (Heavy Domestic),true,£86.00,1%
E658,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E658.png,,Big Boucle Accents,Crucial Trading,Sisal,"Natural,Beige",Boucle,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Aluminium,4,Material,Class 23 (Heavy Domestic),true,£74.00,1%
E659,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E659.png,,Big Boucle Accents,Crucial Trading,Sisal,"Natural,Beige",Boucle,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Antique Gold,"4.00,5.00",Material,Class 23 (Heavy Domestic),true,£74.00,1%
E680,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/E680.png,,Big Boucle Accents,Crucial Trading,Sisal,Black,Boucle,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Black,4,Material,Class 23 (Heavy Domestic),true,£74.00,1%
GH100,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/GH100.png,,Grand Herringbone,Crucial Trading,Sisal,"Grey,Brown,Black",Herringbone,Accented,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Praline,4,Material,Class 23 (Heavy Domestic),true,£138.00,1%
GH101,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/GH101.png,,Grand Herringbone,Crucial Trading,Sisal,"Brown,Grey",Herringbone,Accented,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Chestnut,4,Material,Class 23 (Heavy Domestic),true,£138.00,1%
GH102,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/GH102.png,,Grand Herringbone,Crucial Trading,Sisal,"Beige,Brown,Natural",Herringbone,Accented,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Light Ash,4,Material,Class 23 (Heavy Domestic),true,£138.00,1%
GH103,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/GH103.png,,Grand Herringbone,Crucial Trading,Sisal,"Natural,Beige",Herringbone,Accented,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Golden Sands,4,Material,Class 23 (Heavy Domestic),true,£138.00,1%
GH104,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/GH104.png,,Grand Herringbone,Crucial Trading,Sisal,"Natural,Beige",Herringbone,Accented,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Pearl,4,Material,Class 23 (Heavy Domestic),true,£138.00,1%
GH105,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/GH105.png,,Grand Herringbone,Crucial Trading,Sisal,"Grey,Brown,Black",Herringbone,Accented,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Fossil,4,Material,Class 23 (Heavy Domestic),true,£138.00,1%
GO800,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/GO800.png,,Grand Oriental,Crucial Trading,Sisal,"Black,Brown",Basketweave,Accented,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Dark Skies,4,Material,Class 31 (Light Commercial),true,£145.00,1%
GO803,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/GO803.png,,Grand Oriental,Crucial Trading,Sisal,"Brown,Green",Basketweave,Accented,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Cinder Grey,4,Material,Class 31 (Light Commercial),true,£145.00,1%
HB250,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HB250.png,,Harmony Boucle,Crucial Trading,Sisal,"Grey,Green,Blue",Boucle,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Pacific Blue,5,Material,Class 23 (Heavy Domestic),true,£60.00,1%
HB254,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HB254.png,,Harmony Boucle,Crucial Trading,Sisal,"Beige,Natural",Boucle,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Sweet Barley,5,Material,Class 23 (Heavy Domestic),true,£60.00,1%
HB255,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HB255.png,,Harmony Boucle,Crucial Trading,Sisal,"Beige,Natural",Boucle,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Light Caramel,5,Material,Class 23 (Heavy Domestic),true,£60.00,1%
HB257,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HB257.png,,Harmony Boucle,Crucial Trading,Sisal,"Beige,Brown,Natural",Boucle,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Moon Frost,5,Material,Class 23 (Heavy Domestic),true,£60.00,1%
HB259,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HB259.png,,Harmony Boucle,Crucial Trading,Sisal,"Grey,Brown,Natural",Boucle,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Warm Grey,5,Material,Class 23 (Heavy Domestic),true,£60.00,1%
HB260,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HB260.png,,Harmony Boucle,Crucial Trading,Sisal,"Grey,Natural",Boucle,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Elegant Iron,5,Material,Class 23 (Heavy Domestic),true,£60.00,1%
HB261,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HB261.png,,Harmony Boucle,Crucial Trading,Sisal,"Grey,Natural,Beige",Boucle,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Fresh Silver,5,Material,Class 23 (Heavy Domestic),true,£60.00,1%
HB264,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HB264.png,,Harmony Boucle,Crucial Trading,Sisal,"Grey,Black",Boucle,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Dusty Stone,5,Material,Class 23 (Heavy Domestic),true,£60.00,1%
HB265,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HB265.png,,Harmony Boucle,Crucial Trading,Sisal,"Brown,Beige,Natural",Boucle,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Gentle Fawn,5,Material,Class 23 (Heavy Domestic),true,£60.00,1%
HH250,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HH250.png,,Harmony Herringbone,Crucial Trading,Sisal,"Grey,Blue",Herringbone,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Pacific Blue,4,Material,Class 23 (Heavy Domestic),true,£86.00,1%
HH254,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HH254.png,,Harmony Herringbone,Crucial Trading,Sisal,"Beige,Natural",Herringbone,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Sweet Barley,5,Material,Class 23 (Heavy Domestic),true,£86.00,1%
HH255,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HH255.png,,Harmony Herringbone,Crucial Trading,Sisal,"Beige,Natural",Herringbone,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Light Caramel,5,Material,Class 23 (Heavy Domestic),true,£86.00,1%
HH257,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HH257.png,,Harmony Herringbone,Crucial Trading,Sisal,"Beige,Natural,Grey",Herringbone,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Moon Frost,5,Material,Class 23 (Heavy Domestic),true,£86.00,1%
HH259,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HH259.png,,Harmony Herringbone,Crucial Trading,Sisal,"Grey,Natural",Herringbone,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Warm Grey,5,Material,Class 23 (Heavy Domestic),true,£86.00,1%
HH260,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HH260.png,,Harmony Herringbone,Crucial Trading,Sisal,"Grey,Natural",Herringbone,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Elegant Iron,5,Material,Class 23 (Heavy Domestic),true,£86.00,1%
HH261,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HH261.png,,Harmony Herringbone,Crucial Trading,Sisal,"Beige,Grey,Natural",Herringbone,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Fresh Silver,5,Material,Class 23 (Heavy Domestic),true,£86.00,1%
HH264,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HH264.png,,Harmony Herringbone,Crucial Trading,Sisal,"Grey,Black",Herringbone,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Dusty Stone,5,Material,Class 23 (Heavy Domestic),true,£86.00,1%
HH265,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/HH265.png,,Harmony Herringbone,Crucial Trading,Sisal,"Natural,Beige",Herringbone,Plain,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Gentle Fawn,5,Material,Class 23 (Heavy Domestic),true,£86.00,1%
P1801,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/P1801.png,,Ogee,Crucial Trading,Sisal,"Natural,Black",Patterned,Geometric,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Turn,4,Material,"Class 31 (Light Commercial),Class 22 (Medium Domestic)",true,£187.00,1%
P1802,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/P1802.png,,Ogee,Crucial Trading,Sisal,"Natural,Grey",Patterned,Geometric,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Rhythmic Play,4,Material,"Class 31 (Light Commercial),Class 22 (Medium Domestic)",true,£187.00,1%
P1803,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/P1803.png,,Ogee,Crucial Trading,Sisal,"Natural,Grey",Patterned,Geometric,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Interlinked,4,Material,"Class 31 (Light Commercial),Class 22 (Medium Domestic)",true,£187.00,1%
P1804,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/P1804.png,,Ogee,Crucial Trading,Sisal,"Grey,Natural,Black",Patterned,Geometric,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Contour,4,Material,"Class 31 (Light Commercial),Class 22 (Medium Domestic)",true,£187.00,1%
SD100,https://storage.googleapis.com/rug-builder/images/thumbnails-100px/SD100.png,,Divine,Crucial Trading,Sisal,"Natural,Beige,Cream",Rustic,Flecked,"Bedroom,Dining Room,Living Room,Office,Hallway Runners,Stairs","Castor Chairs,Underfloor Heating,Stairs",Morning Frost,4,Material,Class 23 (Heavy Domestic),true,£160.00,1%
